gene,ensembl,name,pc1_loading,pc2_loading,category
RP11-54H7.4,ENSG00000275216,NA,0.012088182406602987,-0.01781057754978752,neither
MCM10,ENSG00000065328,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043],0.004747543856487477,-0.006631449550297417,neither
KALRN,ENSG00000160145,"kalirin, RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]",0.014645799273204597,-0.005585815215679713,neither
PTPRF,ENSG00000142949,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:HGNC:9670]",0.013289302252418422,0.01326695103333572,neither
MUC16,ENSG00000181143,"mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]",0.0070269573111886975,-0.01904390158194635,neither
PLXNA2,ENSG00000076356,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100],0.01695660014310871,-0.0034574506732770885,neither
PCDH11X,ENSG00000102290,protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656],0.005876069381828032,-0.01793977494261936,neither
KCNJ2,ENSG00000123700,"potassium channel, inwardly rectifying subfamily J, member 2 [Source:HGNC Symbol;Acc:HGNC:6263]",0.013308326686237167,-1.8083990921240295e-5,neither
CCND2,ENSG00000118971,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583],0.016889673458367643,0.010518324287006194,neither
SH3RF3,ENSG00000172985,SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699],0.01819175983415904,0.005286106492499549,neither
CFAP45,ENSG00000213085,cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229],0.009635049688592752,-0.01885324187225675,neither
RP11-114M1.2,ENSG00000236385,NA,-0.013780287702083897,-0.01614113507500981,neither
FAM84B,ENSG00000168672,family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166],-0.0032584360584797948,-0.005818983888214759,neither
CCNA1,ENSG00000133101,cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577],0.007965295735592466,-0.020270370866297124,neither
THBD,ENSG00000178726,thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784],0.01797591182244263,0.001793399643699343,neither
CYTL1,ENSG00000170891,cytokine like 1 [Source:HGNC Symbol;Acc:HGNC:24435],0.011817241876328283,-0.013855488009170443,neither
SCD,ENSG00000099194,stearoyl-CoA desaturase (delta-9-desaturase) [Source:HGNC Symbol;Acc:HGNC:10571],-0.017605091339726864,0.010162488201747545,neither
SEMA6A,ENSG00000092421,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:HGNC Symbol;Acc:HGNC:10738]",-0.003538531473782869,0.0035631566814416193,neither
LINC00648,ENSG00000259129,long intergenic non-protein coding RNA 648 [Source:HGNC Symbol;Acc:HGNC:44302],-0.01765265936015081,0.011853548108491478,neither
ZMAT4,ENSG00000165061,"zinc finger, matrin-type 4 [Source:HGNC Symbol;Acc:HGNC:25844]",0.014806459718499445,0.0027527412712586878,neither
HIST1H2BC,ENSG00000180596,"histone cluster 1, H2bc [Source:HGNC Symbol;Acc:HGNC:4757]",0.012371114777940556,-0.012751135987395096,neither
KRT17,ENSG00000128422,"keratin 17, type I [Source:HGNC Symbol;Acc:HGNC:6427]",0.016260710923048004,0.006306995499658532,neither
INHBE,ENSG00000139269,inhibin beta E [Source:HGNC Symbol;Acc:HGNC:24029],0.017645558708724234,0.010836997907615204,neither
GRAMD1B,ENSG00000023171,GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214],0.015752399731463,-0.012205761836667233,neither
RP11-162D9.3,ENSG00000254687,NA,0.00584939694748567,-0.01745881559924486,neither
NRXN3,ENSG00000021645,neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010],0.01403750236489854,-0.01277329985763863,neither
SKA1,ENSG00000154839,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],0.012420092471131952,-7.250130460018982e-4,neither
ALPL,ENSG00000162551,"alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:HGNC:438]",0.014903775463939867,-0.008355629603631797,neither
RNF125,ENSG00000101695,"ring finger protein 125, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:21150]",-0.011036444150300787,-0.018480968944739082,neither
SGSM1,ENSG00000167037,small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410],0.007624845402437452,-0.01664722509194762,neither
CACNG8,ENSG00000142408,"calcium channel, voltage-dependent, gamma subunit 8 [Source:HGNC Symbol;Acc:HGNC:13628]",0.01676832936858603,0.0040308227597457905,neither
CD63,ENSG00000135404,CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692],-0.0105902498957045,-0.020139491269202524,neither
JUP,ENSG00000173801,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207],-0.003884729725492021,0.007513303429251235,neither
PFKFB4,ENSG00000114268,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]",-0.007664213919021909,-0.019160605637110067,neither
PLEKHA4,ENSG00000105559,pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339],-0.007171609874231785,-0.01945907996853255,neither
LRRC32,ENSG00000137507,leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161],0.014200633950132237,0.014343460467541322,neither
MT2P1,ENSG00000162840,metallothionein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7407],0.01533821066996734,-0.01448073539062116,neither
E2F1,ENSG00000101412,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],0.004373669862311265,-0.0069039546611037155,neither
FAM65B,ENSG00000111913,family with sequence similarity 65 member B [Source:HGNC Symbol;Acc:HGNC:13872],-0.004190011403134272,0.017047651086941767,neither
OTOGL,ENSG00000165899,otogelin-like [Source:HGNC Symbol;Acc:HGNC:26901],0.015552188642798405,-0.012148908741918723,neither
ROPN1,ENSG00000065371,rhophilin associated tail protein 1 [Source:HGNC Symbol;Acc:HGNC:17692],-0.013166439552556778,-0.01771627601448876,neither
RNF152,ENSG00000176641,ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811],0.012632396758160186,0.008026222347992953,neither
NPY4R,ENSG00000204174,neuropeptide Y receptor Y4 [Source:HGNC Symbol;Acc:HGNC:9329],0.013013274097373715,0.012613085982158451,neither
GARNL3,ENSG00000136895,GTPase activating Rap/RanGAP domain-like 3 [Source:HGNC Symbol;Acc:HGNC:25425],-0.016325974921486,0.012686921350258763,neither
HCN4,ENSG00000138622,hyperpolarization activated cyclic nucleotide gated potassium channel 4 [Source:HGNC Symbol;Acc:HGNC:16882],0.018111798589033123,0.00459065769668792,neither
SPTB,ENSG00000070182,"spectrin, beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]",0.012222642920002285,-0.015715206503768293,neither
LL21NC02-1C16.2,ENSG00000272825,NA,0.008296018453820875,-0.019749528731585485,neither
KRT18,ENSG00000111057,"keratin 18, type I [Source:HGNC Symbol;Acc:HGNC:6430]",0.01110533402127902,-0.009818674730476642,neither
NR5A2,ENSG00000116833,nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984],-0.009352298781205465,0.012065858891083876,neither
SLC22A18AS,ENSG00000254827,"solute carrier family 22 (organic cation transporter), member 18 antisense [Source:HGNC Symbol;Acc:HGNC:10965]",-0.008368909480418367,-0.016806336904577408,neither
STYK1,ENSG00000060140,serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889],0.014477372955137364,0.008482642697932509,neither
MYBL2,ENSG00000101057,v-myb avian myeloblastosis viral oncogene homolog-like 2 [Source:HGNC Symbol;Acc:HGNC:7548],0.004334944844252055,-0.0012685637125002612,neither
AHRR,ENSG00000063438,aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346],0.01563361643699856,0.01103305966191056,neither
ARNTL2,ENSG00000029153,aryl hydrocarbon receptor nuclear translocator like 2 [Source:HGNC Symbol;Acc:HGNC:18984],0.015759491031981473,-0.011942741071322238,neither
MYCT1,ENSG00000120279,myc target 1 [Source:HGNC Symbol;Acc:HGNC:23172],0.00689409740371502,-0.01938598758998038,neither
SLC9A7,ENSG00000065923,"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 [Source:HGNC Symbol;Acc:HGNC:17123]",0.005079158612719498,-0.008533728162856635,neither
EPHA5,ENSG00000145242,EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389],-0.002662920672078611,0.016860427542146224,neither
PPP1R9A,ENSG00000158528,protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946],-0.009286717455302148,-0.017741436516450326,neither
CD300C,ENSG00000167850,CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320],0.010932682365995598,-0.017933011723778116,neither
PLEKHG4B,ENSG00000153404,pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399],0.01739540189336403,-0.009721986123415073,neither
SLC38A4,ENSG00000139209,solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679],0.014383045793906112,0.010191302543539603,neither
SH3PXD2A-AS1,ENSG00000280693,SH3PXD2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45242],0.009621572006539248,-0.01983989393528407,neither
SCML4,ENSG00000146285,sex comb on midleg-like 4 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:21397],-0.00711084084707716,-0.020333284775464422,neither
FABP3,ENSG00000121769,"fatty acid binding protein 3, muscle and heart [Source:HGNC Symbol;Acc:HGNC:3557]",-0.0030568200091944174,0.016343929386689847,neither
PTGR1,ENSG00000106853,prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429],0.017534618993001884,0.009126070439867547,neither
NPTX1,ENSG00000171246,neuronal pentraxin I [Source:HGNC Symbol;Acc:HGNC:7952],0.006697048831692131,-9.741635540281086e-4,neither
SBSN,ENSG00000189001,suprabasin [Source:HGNC Symbol;Acc:HGNC:24950],0.013334103435036947,-0.013657405676786612,neither
EPHB6,ENSG00000106123,EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396],0.00695153040725554,-0.019597008975869377,neither
PRDM1,ENSG00000057657,"PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:HGNC:9346]",0.01515316978436562,-0.013566744044425556,neither
HBEGF,ENSG00000113070,heparin-binding EGF-like growth factor [Source:HGNC Symbol;Acc:HGNC:3059],0.015126176081706879,-0.009316790434981317,neither
CCDC102B,ENSG00000150636,coiled-coil domain containing 102B [Source:HGNC Symbol;Acc:HGNC:26295],0.014871621006112546,0.0011995400470327735,neither
ICAM1,ENSG00000090339,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344],-0.008569832103309577,-0.01945976389386028,neither
NCAPH,ENSG00000121152,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112],0.004205387956554507,-0.003929797434583621,neither
LACTB,ENSG00000103642,lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468],0.01660934607409569,0.013506520014248208,neither
HDAC9,ENSG00000048052,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065],0.016128703420390463,0.0056658892533077805,neither
SLC8A1,ENSG00000183023,"solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:11068]",0.013766911791207707,0.01567499581169979,neither
KCNC4,ENSG00000116396,"potassium channel, voltage gated Shaw related subfamily C, member 4 [Source:HGNC Symbol;Acc:HGNC:6236]",0.017473384340643418,-0.010924782656203398,neither
SNX10,ENSG00000086300,sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974],-0.011263900530584943,-0.013367646134777929,neither
ARHGAP6,ENSG00000047648,Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676],-0.015772556532970976,-0.01131200581561554,neither
THEM4,ENSG00000159445,thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947],-0.01688461133754499,-0.01255129321289754,neither
XRCC2,ENSG00000196584,X-ray repair complementing defective repair in Chinese hamster cells 2 [Source:HGNC Symbol;Acc:HGNC:12829],0.005131611483272365,-0.005846489806687543,neither
SMIM3,ENSG00000256235,small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248],0.008410474047950187,-0.016061030182661393,neither
CEMIP,ENSG00000103888,"cell migration inducing protein, hyaluronan binding [Source:HGNC Symbol;Acc:HGNC:29213]",0.008669315621802865,-0.010360024143901367,neither
LAMB3,ENSG00000196878,laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490],0.011955389756066928,-0.018201153613727348,neither
RP11-374M1.2,ENSG00000231527,NA,-0.017462029711533912,-0.010029413198343143,neither
E2F2,ENSG00000007968,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],-6.256693734997305e-4,-0.007185674559322482,neither
FZD8,ENSG00000177283,frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046],0.015352246303311907,-0.014729393665978077,neither
PECAM1,ENSG00000261371,platelet/endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823],0.009239186663310138,-0.018977883788716395,neither
ARHGAP11A,ENSG00000198826,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783],0.007510784480805348,1.884082698400224e-4,neither
RP11-862L9.2,ENSG00000279811,NA,-0.01663986256890902,0.004034843688571881,neither
ASNS,ENSG00000070669,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753],0.01562838173319645,0.005720506762454288,neither
CD248,ENSG00000174807,"CD248 molecule, endosialin [Source:HGNC Symbol;Acc:HGNC:18219]",0.01113911865298579,0.01452487779509302,neither
GNAO1,ENSG00000087258,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O [Source:HGNC Symbol;Acc:HGNC:4389]",0.01484435735071184,0.011057601988379514,neither
RORA,ENSG00000069667,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258],0.015202021127672594,-0.0064941765437510944,neither
CABLES1,ENSG00000134508,Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097],-0.01580922965873282,0.013778800200489237,neither
COL4A1,ENSG00000187498,"collagen, type IV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2202]",0.014207910441089362,0.006222968263464423,neither
CTNND2,ENSG00000169862,catenin delta 2 [Source:HGNC Symbol;Acc:HGNC:2516],0.006225175288155741,-0.018057399631683034,neither
PTCH1,ENSG00000185920,patched 1 [Source:HGNC Symbol;Acc:HGNC:9585],0.015485394323708997,0.007954198318571023,neither
CLCN5,ENSG00000171365,"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:HGNC:2023]",-0.01780567857533198,-0.010957289296407735,neither
ARSG,ENSG00000141337,arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102],0.015610076575623471,-0.010342482570972745,neither
RND3,ENSG00000115963,Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671],0.017084453705586075,-0.007847484096090287,neither
E2F7,ENSG00000165891,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820],0.015202157697704069,-0.015133168916653532,neither
GPC4,ENSG00000076716,glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452],0.013861267384357967,0.014073328359237407,neither
NEIL3,ENSG00000109674,nei-like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573],0.014526166366139735,-3.3937793030231015e-4,neither
BRINP2,ENSG00000198797,bone morphogenetic protein/retinoic acid inducible neural-specific 2 [Source:HGNC Symbol;Acc:HGNC:13746],0.009002025630305284,-0.019062285064690567,neither
CDH7,ENSG00000081138,"cadherin 7, type 2 [Source:HGNC Symbol;Acc:HGNC:1766]",-0.014265681716699424,0.009506088954846116,neither
SPC25,ENSG00000152253,"SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]",0.0036268134188321395,-0.005396577731636918,neither
SLC1A3,ENSG00000079215,"solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:10941]",0.013207499738886913,0.015330085845449634,neither
FAM78B,ENSG00000188859,family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495],-0.017796342277770515,-0.011267937442001113,neither
MEGF10,ENSG00000145794,multiple EGF-like-domains 10 [Source:HGNC Symbol;Acc:HGNC:29634],-0.001776689269565974,-0.014173611193550416,neither
HAGLR,ENSG00000224189,HOXD antisense growth-associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:43755],-0.016008353257685577,-0.008405834746950258,neither
LRP1,ENSG00000123384,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],0.014270578452128422,0.015334555634835104,neither
RP4-718J7.4,ENSG00000227297,NA,-0.012717838249846812,-0.016504727150272572,neither
AC011524.1,ENSG00000267528,NA,-0.010255289623198794,0.012907514512444982,neither
ARRDC4,ENSG00000140450,arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087],0.01443090049576811,0.01389002155222845,neither
TCF19,ENSG00000137310,transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629],0.010347009569880994,-8.016372847371479e-4,neither
COL15A1,ENSG00000204291,"collagen, type XV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2192]",-0.001548672778928686,0.005240653541153269,neither
ALCAM,ENSG00000170017,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400],0.01651357793207835,0.009100840548616748,neither
TMEM171,ENSG00000157111,transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031],0.01721637504070658,0.0100049018597747,neither
TRIM48,ENSG00000150244,tripartite motif containing 48 [Source:HGNC Symbol;Acc:HGNC:19021],-0.015409027652312442,-0.0109418741586217,neither
KIF23,ENSG00000137807,kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392],0.011246792109445064,-0.0034902350573396182,neither
LMO7-AS1,ENSG00000261105,LMO7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50277],0.014528965128012931,0.0156857225289659,neither
MCC,ENSG00000171444,mutated in colorectal cancers [Source:HGNC Symbol;Acc:HGNC:6935],-0.014783725253827323,0.015078863727311638,neither
FANCA,ENSG00000187741,Fanconi anemia complementation group A [Source:HGNC Symbol;Acc:HGNC:3582],0.0036143094703724762,-0.004657966026722724,neither
EPHA2,ENSG00000142627,EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386],0.017203595452289888,1.1583666817393422e-5,neither
KIAA1161,ENSG00000164976,KIAA1161 [Source:HGNC Symbol;Acc:HGNC:19918],0.016569859342161857,-0.01237295792918629,neither
SDC3,ENSG00000162512,syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660],0.00928437999021507,0.002189740991627369,neither
PLPP4,ENSG00000203805,phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531],0.018009945658052053,0.005117165845080612,neither
ADRB2,ENSG00000169252,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286],0.017162402179078586,0.008929464433052573,neither
CSMD3,ENSG00000164796,CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291],0.017651147327641274,0.004037070821137088,neither
RASL11B,ENSG00000128045,RAS-like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804],0.00949122523029534,0.001124679164526435,neither
CHST6,ENSG00000183196,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938],-0.01116252234393579,-0.018883509099704397,neither
TMC6,ENSG00000141524,transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021],-0.0165894608643083,-0.013026817766344309,neither
ANXA1,ENSG00000135046,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],0.017303974768316237,0.009633792380571325,neither
KAT2B,ENSG00000114166,K(lysine) acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638],-0.016769248226815782,0.003977601519563633,neither
PIEZO2,ENSG00000154864,piezo-type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270],-0.006574904757405946,-0.009470077240768354,neither
SPTLC3,ENSG00000172296,"serine palmitoyltransferase, long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]",0.013912531046492892,0.0027893989989243263,neither
ANLN,ENSG00000011426,anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082],0.010404018866739875,0.004364552163295916,neither
ESCO2,ENSG00000171320,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230],0.007382735869804299,-0.006150327801508099,neither
NCAPG,ENSG00000109805,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304],0.0017223596859581962,-0.004185842458803553,neither
AURKB,ENSG00000178999,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],0.003094406050565838,-0.005075856747586063,neither
AC016735.2,ENSG00000231826,NA,0.009977022671049737,-0.019818860008875745,neither
GGT5,ENSG00000099998,gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260],0.009364044545921773,0.010796162893701042,neither
SERTAD4-AS1,ENSG00000203706,SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019],0.017184565782659172,-0.009704029376787935,neither
CYP4X1,ENSG00000186377,cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:20244],0.009759009658775426,0.01023691784616135,neither
TOP2A,ENSG00000131747,topoisomerase (DNA) II alpha [Source:HGNC Symbol;Acc:HGNC:11989],0.0059504285108658884,0.0011814326330911854,neither
RP5-965G21.4,ENSG00000274414,NA,0.011987543447739505,-0.016764967657580676,neither
TMEM233,ENSG00000224982,transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219],0.01705917737910431,-0.0071488861666093315,neither
KIF18B,ENSG00000186185,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102],0.0030442204930921195,-0.0017247511104905016,neither
KIAA1683,ENSG00000130518,KIAA1683 [Source:HGNC Symbol;Acc:HGNC:29350],0.01396034367730854,0.014920562330633932,neither
ASNSP1,ENSG00000248498,asparagine synthetase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:754],0.016848294279155747,0.011810396731650633,neither
GAB2,ENSG00000033327,GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458],-0.017337952758328463,-0.011555603216983101,neither
TOX2,ENSG00000124191,TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095],0.00954231148374016,0.005166997719534154,neither
GABRQ,ENSG00000268089,"gamma-aminobutyric acid (GABA) A receptor, theta [Source:HGNC Symbol;Acc:HGNC:14454]",0.0015507515224781666,-0.016860603811248275,neither
NRIP3,ENSG00000175352,nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167],0.011125628231060884,-0.017303404238866227,neither
ITK,ENSG00000113263,IL2-inducible T-cell kinase [Source:HGNC Symbol;Acc:HGNC:6171],0.0015355976166395787,-0.015050538999264392,neither
LINC00941,ENSG00000235884,long intergenic non-protein coding RNA 941 [Source:HGNC Symbol;Acc:HGNC:48635],0.015678982852611444,-0.014608898724303545,neither
DISP2,ENSG00000140323,dispatched homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19712],0.016810208163643103,0.011029911640027095,neither
AQP3,ENSG00000165272,aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636],0.011913896960344809,-0.016993783578961953,neither
ABCC2,ENSG00000023839,ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53],0.017929685796491228,0.0059580834308995785,neither
E2F8,ENSG00000129173,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727],0.0020270842541490973,-0.009533386993209771,neither
PLCD4,ENSG00000115556,phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062],-0.0033926977971274357,0.01573299741130599,neither
WI2-1896O14.1,ENSG00000215861,NA,0.014847163262938959,-0.002173164237038231,neither
ANGPT4,ENSG00000101280,angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487],0.016403912624335316,-2.3460527865620885e-4,neither
RP11-351J23.1,ENSG00000203688,NA,0.009355764364557883,-0.018178378230645383,neither
KIFC1,ENSG00000237649,kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389],0.006932063993967393,-0.0031070623548714433,neither
PIM1,ENSG00000137193,"Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]",0.017833617671324315,-0.01051009533767912,neither
RASL11A,ENSG00000122035,RAS-like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802],0.00533132845707775,0.009115160676755975,neither
PDYN,ENSG00000101327,prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820],0.005019086136460153,-0.0202702261990547,neither
RLTPR,ENSG00000159753,"RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing [Source:HGNC Symbol;Acc:HGNC:27089]",0.014577123919214325,0.015783426956823065,neither
SKA3,ENSG00000165480,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262],0.008516966646230542,-0.002011853192468039,neither
TMEM119,ENSG00000183160,transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884],0.012232329360766963,0.011291943853097012,neither
TNR,ENSG00000116147,tenascin R [Source:HGNC Symbol;Acc:HGNC:11953],0.010075871968616586,-0.012099735246790717,neither
RP3-333A15.1,ENSG00000235782,NA,0.007796941689187324,-0.016836270628392422,neither
FGF14,ENSG00000102466,fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671],0.0097919905482701,-0.017113381138467984,neither
FAM19A5,ENSG00000219438,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A5 [Source:HGNC Symbol;Acc:HGNC:21592]",0.007654887188653462,-0.01914270230480911,neither
RP11-561I11.3,ENSG00000224525,NA,0.006018752871784374,-0.018838377110511752,neither
HES1,ENSG00000114315,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192],0.008037301508900896,-0.007494132572053541,neither
PLPP2,ENSG00000141934,phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230],-0.011138497793431281,-0.019053420764527186,neither
RNF43,ENSG00000108375,ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505],-0.011472718996746937,-0.013162561312461449,neither
SLC2A1,ENSG00000117394,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11005]",0.017848467137492326,0.008067984465752576,neither
LACC1,ENSG00000179630,laccase (multicopper oxidoreductase) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789],0.01712491384916548,-1.2449591419445887e-4,neither
ZNF365,ENSG00000138311,zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194],0.014559451893568373,-0.015008439157381101,neither
LINC01317,ENSG00000203386,long intergenic non-protein coding RNA 1317 [Source:HGNC Symbol;Acc:HGNC:50523],-0.01653821919574822,-0.010877173235292624,neither
SERPINB8,ENSG00000166401,"serpin peptidase inhibitor, clade B (ovalbumin), member 8 [Source:HGNC Symbol;Acc:HGNC:8952]",0.013024555824056592,-0.016945634483507305,neither
MAPK10,ENSG00000109339,mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872],-0.0032181030326320385,-0.006905619735320194,neither
